32.55,16.81,1,D
29.54,14.56,1,D
31.99,17.39,1,D
32.18,19.53,1,D
25.43,13.87,1,D
29.23,15.26,1,D
28.82,16.82,1,D
27.61,18.35,1,D
39.38,23.83,1,D
30.89,18.24,1,D
31.3,18.07,1,D
38.55,23.58,1,D
31.79,24.35,1,D
38.58,19.51,1,D
35.62,19.38,1,D
41.12,22.71,1,D
34.76,19.44,1,D
31.62,18.41,1,D
30.99,17.9,1,D
37.76,21.25,1,D
25.27,14.21,1,D
29.67,21.25,1,D
25.67,17.06,1,D
32.46,18.06,1,D
29.87,15.08,1,D
38.35,19.51,1,D
30.93,16.95,1,D
36.82,22.28,1,D
29.63,18.89,1,D
37.75,21.06,1,D
31.03,17.52,2,D
34.98,17.03,2,D
32.53,16.09,2,D
33.26,19.52,2,D
26.65,17.2,2,D
33.41,16.7,2,D
26.93,16.78,2,D
37.99,18.5,2,D
31.25,13.65,2,D
30.36,14.68,2,D
30.16,21.39,2,D
30.79,17.03,2,D
33.22,16.18,2,D
31.28,16.18,2,D
29.8,16.32,2,D
28.11,15.05,2,D
31.66,15.64,2,D
31.21,18.12,2,D
27.14,16.73,2,D
26.64,15.86,2,D
27.06,15.1,2,D
26.08,17.84,2,D
27.55,14.54,2,D
29.28,16.61,2,D
34.01,16.85,2,D
35.48,18.09,2,D
29.68,18.21,2,D
36.62,19.89,2,D
31.25,16.5,2,D
35.44,17.61,2,D
32.96,16,2,D
32.66,18.92,2,D
32.42,17.19,2,D
32.57,16.3,2,D
27.64,17.61,2,D
36.89,18.89,2,D
34.29,18.09,2,D
29.83,20.62,2,D
32.28,20.88,2,D
30.2,15.64,2,D
32.6,20.3,2,D
31.57,18.66,2,D
25.81,16.86,2,D
31.1,15.62,2,D
27.75,17.12,2,D
25.54,11.79,3,D
33.69,15.35,3,D
32.42,15.4,3,D
33.33,15.71,3,D
30.6,18.83,3,D
36.17,24.14,3,D
32.34,20.13,3,D
38.76,21.78,3,D
34.51,17.77,3,D
28.91,15.86,3,D
29.1,14.3,3,D
29.19,14.35,3,D
25.24,13.48,3,D
30.66,25.28,3,D
33.35,16.56,3,D
29.85,19.55,3,D
32.64,21.78,3,D
30.76,15.74,3,D
31.64,18.8,3,D
40.08,19.51,3,D
29.58,14.59,3,D
34.1,14.44,3,D
27.24,13.95,3,D
33,20.95,3,D
32.99,21.67,3,D
29.87,19.87,3,D
26.09,14.12,3,D
30.71,15.71,3,D
31.35,16.49,3,D
38.2,19.35,3,D
27.95,12.85,3,D
34.45,16.86,3,D
27.6,13.81,3,D
35.4,22.39,3,D
35.51,24.54,3,D
30.32,19.67,3,D
33.67,21.78,3,D
32.26,22.05,3,D
41.89,30.16,3,D
40.03,18.12,3,D
31.38,16.02,3,D
32.17,17.76,3,D
30.8,19.62,3,D
25.48,13.5,3,D
34,16.67,3,D
32.47,15.4,4,D
30.78,20.64,4,D
31.25,15.71,4,D
34.77,16.7,4,D
32.97,21.86,4,D
33.22,14.75,4,D
30.62,17.21,4,D
30.83,17.52,4,D
25.7,14.91,4,D
33.98,18.72,4,D
28.77,15.4,4,D
