ko,gene
ko02020,evm.model.tig082700000246.47
ko00790,evm.model.tig082700000246.47
ko01100,evm.model.tig082700000240.56
ko01240,evm.model.tig082700000240.56
ko02020,evm.model.tig082700000240.56
ko00790,evm.model.tig082700000240.56
ko00564,evm.model.tig082700000075.161
ko02024,evm.model.tig082700000075.161
ko01100,evm.model.tig082700000075.161
ko01110,evm.model.tig082700000075.161
ko04919,evm.model.tig082700000075.161
ko00565,evm.model.tig082700000075.161
ko00562,evm.model.tig082700000075.161
ko00564,evm.model.tig082700002120.154
ko02024,evm.model.tig082700002120.154
ko01100,evm.model.tig082700002120.154
ko01110,evm.model.tig082700002120.154
ko04919,evm.model.tig082700002120.154
ko00565,evm.model.tig082700002120.154
ko00562,evm.model.tig082700002120.154
ko00564,evm.model.tig082700002120.156
ko02024,evm.model.tig082700002120.156
ko01100,evm.model.tig082700002120.156
ko01110,evm.model.tig082700002120.156
ko04919,evm.model.tig082700002120.156
ko00565,evm.model.tig082700002120.156
ko00562,evm.model.tig082700002120.156
ko00564,evm.model.tig082700002120.157
ko02024,evm.model.tig082700002120.157
ko01100,evm.model.tig082700002120.157
ko01110,evm.model.tig082700002120.157
ko04919,evm.model.tig082700002120.157
ko00565,evm.model.tig082700002120.157
ko00562,evm.model.tig082700002120.157
ko00564,evm.model.tig082700002120.155
ko02024,evm.model.tig082700002120.155
ko01100,evm.model.tig082700002120.155
ko01110,evm.model.tig082700002120.155
ko04919,evm.model.tig082700002120.155
ko00565,evm.model.tig082700002120.155
ko00562,evm.model.tig082700002120.155
ko04724,evm.model.tig082700000020.211
ko04144,evm.model.tig082700000020.211
ko04071,evm.model.tig082700000020.211
ko05231,evm.model.tig082700000020.211
ko04072,evm.model.tig082700000020.211
ko04014,evm.model.tig082700000020.211
ko04666,evm.model.tig082700000020.211
ko04912,evm.model.tig082700000020.211
ko05212,evm.model.tig082700000020.211
ko04928,evm.model.tig082700000020.211
ko05200,evm.model.tig082700000020.211
ko04024,evm.model.tig082700000020.211
ko00565,evm.model.tig082700000020.211
ko01110,evm.model.tig082700000020.211
ko00564,evm.model.tig082700000020.211
ko01100,evm.model.tig082700000020.211
ko05208,evm.model.tig082700000020.211
ko04724,evm.model.tig082700000187.100
ko04144,evm.model.tig082700000187.100
ko04071,evm.model.tig082700000187.100
ko05231,evm.model.tig082700000187.100
ko04072,evm.model.tig082700000187.100
ko04014,evm.model.tig082700000187.100
ko04666,evm.model.tig082700000187.100
ko04912,evm.model.tig082700000187.100
ko05212,evm.model.tig082700000187.100
ko04928,evm.model.tig082700000187.100
ko05200,evm.model.tig082700000187.100
ko04024,evm.model.tig082700000187.100
ko00565,evm.model.tig082700000187.100
ko01110,evm.model.tig082700000187.100
ko00564,evm.model.tig082700000187.100
ko01100,evm.model.tig082700000187.100
ko05208,evm.model.tig082700000187.100
ko04724,evm.model.tig082700000259.37
ko04144,evm.model.tig082700000259.37
ko04071,evm.model.tig082700000259.37
ko05231,evm.model.tig082700000259.37
ko04072,evm.model.tig082700000259.37
ko04014,evm.model.tig082700000259.37
ko04666,evm.model.tig082700000259.37
ko04912,evm.model.tig082700000259.37
ko05212,evm.model.tig082700000259.37
ko04928,evm.model.tig082700000259.37
ko05200,evm.model.tig082700000259.37
ko04024,evm.model.tig082700000259.37
ko00565,evm.model.tig082700000259.37
ko01110,evm.model.tig082700000259.37
ko00564,evm.model.tig082700000259.37
ko01100,evm.model.tig082700000259.37
ko05208,evm.model.tig082700000259.37
ko05170,evm.model.tig082700000140.210
ko05167,evm.model.tig082700000140.210
ko04012,evm.model.tig082700000140.210
ko05223,evm.model.tig082700000140.210
ko04370,evm.model.tig082700000140.210
ko04064,evm.model.tig082700000140.210
ko00562,evm.model.tig082700000140.210
ko05120,evm.model.tig082700000140.210
ko05171,evm.model.tig082700000140.210
ko05200,evm.model.tig082700000140.210
ko05214,evm.model.tig082700000140.210
ko01100,evm.model.tig082700000140.210
ko04070,evm.model.tig082700000140.210
ko04658,evm.model.tig082700000140.210
ko04613,evm.model.tig082700000140.210
ko04020,evm.model.tig082700000140.210
ko05417,evm.model.tig082700000140.210
ko04666,evm.model.tig082700000140.210
ko04062,evm.model.tig082700000140.210
ko01521,evm.model.tig082700000140.210
ko04659,evm.model.tig082700000140.210
ko04670,evm.model.tig082700000140.210
ko04722,evm.model.tig082700000140.210
ko04015,evm.model.tig082700000140.210
ko05235,evm.model.tig082700000140.210
ko05206,evm.model.tig082700000140.210
ko04933,evm.model.tig082700000140.210
ko04750,evm.model.tig082700000140.210
ko04066,evm.model.tig082700000140.210
ko05137,evm.model.tig082700000140.210
ko04935,evm.model.tig082700000140.210
ko05022,evm.model.tig082700000140.210
ko05012,evm.model.tig082700000140.210
ko05205,evm.model.tig082700000140.210
ko05131,evm.model.tig082700000140.210
ko04664,evm.model.tig082700000140.210
ko04660,evm.model.tig082700000140.210
ko05225,evm.model.tig082700000140.210
ko04014,evm.model.tig082700000140.210
ko05110,evm.model.tig082700000140.210
ko04072,evm.model.tig082700000140.210
ko04919,evm.model.tig082700000140.210
ko04650,evm.model.tig082700000140.210
ko05231,evm.model.tig082700000140.210
ko04360,evm.model.tig082700000140.210
ko01100,evm.model.tig082700000151.71
ko00230,evm.model.tig082700000151.71
ko00240,evm.model.tig082700000151.71
ko01100,evm.model.tig082700000357.26
ko00230,evm.model.tig082700000357.26
ko01100,evm.model.tig082700000357.25
ko00230,evm.model.tig082700000357.25
ko01100,evm.model.tig082700000210.60
ko00230,evm.model.tig082700000210.60
ko01100,evm.model.tig082700000160.165
ko00230,evm.model.tig082700000160.165
ko00564,evm.model.tig082700002117.396
ko00564,evm.model.tig082700000020.385
ko00564,evm.model.tig082700000328.79
ko00564,evm.model.tig082700000020.387
ko00564,evm.model.tig082700000067.61
ko00564,evm.model.tig082700002117.406
ko00564,evm.model.tig082700000020.366
ko00564,evm.model.tig082700000328.78
ko00564,evm.model.tig082700000167.179
ko00564,evm.model.tig082700002117.407
ko00564,evm.model.tig082700000240.26
ko00564,evm.model.tig082700000020.420
ko00564,evm.model.tig082700000120.115
ko00564,evm.model.tig082700000160.43
ko00600,evm.model.tig082700000246.8
ko01100,evm.model.tig082700000246.8
ko03410,evm.model.tig082700000440.4
ko03410,evm.model.tig082700000227.26
ko03410,evm.model.tig082700000283.65
ko03018,evm.model.tig082700031369.146
ko03018,evm.model.tig082700000178.92
ko03018,evm.model.tig082700000071.523
ko03018,evm.model.tig082700002118.65
ko04142,evm.model.tig082700031367.119
ko04142,evm.model.tig082700000067.174
ko03008,evm.model.tig082700031372.162
ko03008,evm.model.tig082700031372.161
ko04210,evm.model.tig082700000162.159
ko01110,evm.model.tig082700000172.51
ko04972,evm.model.tig082700000172.51
ko04970,evm.model.tig082700000172.51
ko00500,evm.model.tig082700000172.51
ko04973,evm.model.tig082700000172.51
ko01100,evm.model.tig082700000172.51
ko01110,evm.model.tig082700000111.269
ko04972,evm.model.tig082700000111.269
ko04970,evm.model.tig082700000111.269
ko00500,evm.model.tig082700000111.269
ko04973,evm.model.tig082700000111.269
ko01100,evm.model.tig082700000111.269
ko01100,evm.model.tig082700000067.448
ko00500,evm.model.tig082700000067.448
ko01100,evm.model.tig082700000160.85
ko00500,evm.model.tig082700000160.85
ko01100,evm.model.tig082700000160.79
ko00500,evm.model.tig082700000160.79
ko01100,evm.model.tig082700000160.83
ko00500,evm.model.tig082700000160.83
ko01100,evm.model.tig082700000160.80
ko00500,evm.model.tig082700000160.80
ko01100,evm.model.tig082700000160.81
ko00500,evm.model.tig082700000160.81
ko01100,evm.model.tig082700000227.20
ko00500,evm.model.tig082700000227.20
ko01100,evm.model.tig082700000160.84
ko00500,evm.model.tig082700000160.84
ko01100,evm.model.tig082700000160.82
ko00500,evm.model.tig082700000160.82
ko01100,evm.model.tig082700000169.27
ko00500,evm.model.tig082700000169.27
ko02020,evm.model.tig082700000169.27
ko01100,evm.model.tig082700000016.135
ko00500,evm.model.tig082700000016.135
ko02020,evm.model.tig082700000016.135
ko01100,evm.model.tig082700031372.75
ko00500,evm.model.tig082700031372.75
ko02020,evm.model.tig082700031372.75
ko01100,evm.model.tig082700000120.76
ko00500,evm.model.tig082700000120.76
ko02020,evm.model.tig082700000120.76
ko01100,evm.model.tig082700000116.146
ko00500,evm.model.tig082700000116.146
ko02020,evm.model.tig082700000116.146
ko01100,evm.model.tig082700000192.111
ko00500,evm.model.tig082700000192.111
ko02020,evm.model.tig082700000192.111
ko01100,evm.model.tig082700000120.54
ko00500,evm.model.tig082700000120.54
ko02020,evm.model.tig082700000120.54
ko01100,evm.model.tig082700000067.137
ko00500,evm.model.tig082700000067.137
ko02020,evm.model.tig082700000067.137
ko01100,evm.model.tig082700031369.137
ko00500,evm.model.tig082700031369.137
ko02020,evm.model.tig082700031369.137
ko01100,evm.model.tig082700000016.245
ko00500,evm.model.tig082700000016.245
ko02020,evm.model.tig082700000016.245
ko01100,evm.model.tig082700000225.40
ko00520,evm.model.tig082700000225.40
ko00511,evm.model.tig082700000169.95
ko04142,evm.model.tig082700000169.95
ko01100,evm.model.tig082700000169.95
ko00600,evm.model.tig082700000169.95
ko00511,evm.model.tig082700000134.136
ko04142,evm.model.tig082700000134.136
ko01100,evm.model.tig082700000134.136
ko00600,evm.model.tig082700000134.136
ko00511,evm.model.tig082700000111.27
ko04142,evm.model.tig082700000111.27
ko01100,evm.model.tig082700000111.27
ko00600,evm.model.tig082700000111.27
ko00511,evm.model.tig082700000296.63
ko04142,evm.model.tig082700000296.63
ko01100,evm.model.tig082700000296.63
ko00600,evm.model.tig082700000296.63
ko00511,evm.model.tig082700000067.74
ko04142,evm.model.tig082700000067.74
ko01100,evm.model.tig082700000067.74
ko00600,evm.model.tig082700000067.74
ko00511,evm.model.tig082700000016.252
ko04142,evm.model.tig082700000016.252
ko01100,evm.model.tig082700000016.252
ko00600,evm.model.tig082700000016.252
ko00511,evm.model.tig082700000136.11
ko04142,evm.model.tig082700000136.11
ko01100,evm.model.tig082700000136.11
ko00600,evm.model.tig082700000136.11
ko00511,evm.model.tig082700000116.184
ko04142,evm.model.tig082700000116.184
ko01100,evm.model.tig082700000116.184
ko00600,evm.model.tig082700000116.184
ko00500,evm.model.tig082700000116.10
ko01110,evm.model.tig082700000116.10
ko00052,evm.model.tig082700000116.10
ko01100,evm.model.tig082700000116.10
ko00500,evm.model.tig082700000140.230
ko01110,evm.model.tig082700000140.230
ko00052,evm.model.tig082700000140.230
ko01100,evm.model.tig082700000140.230
ko00500,evm.model.tig082700000128.30
ko01110,evm.model.tig082700000128.30
ko00052,evm.model.tig082700000128.30
ko01100,evm.model.tig082700000128.30
ko00500,evm.model.tig082700000221.104
ko01110,evm.model.tig082700000221.104
ko00052,evm.model.tig082700000221.104
ko01100,evm.model.tig082700000221.104
ko00500,evm.model.tig082700000273.62
ko01110,evm.model.tig082700000273.62
ko00052,evm.model.tig082700000273.62
ko01100,evm.model.tig082700000273.62
ko00500,evm.model.tig082700002115.9
ko01110,evm.model.tig082700002115.9
ko00052,evm.model.tig082700002115.9
ko01100,evm.model.tig082700002115.9
ko00500,evm.model.tig082700000151.191
ko01110,evm.model.tig082700000151.191
ko00052,evm.model.tig082700000151.191
ko01100,evm.model.tig082700000151.191
ko00500,evm.model.tig082700000147.126
ko01110,evm.model.tig082700000147.126
ko00052,evm.model.tig082700000147.126
ko01100,evm.model.tig082700000147.126
ko00511,evm.model.tig082700000258.77
ko00511,evm.model.tig082700000071.537
ko00511,evm.model.tig082700000212.53
ko00511,evm.model.tig082700002117.318
ko00511,evm.model.tig082700000071.538
ko00511,evm.model.tig082700000127.236
ko04142,evm.model.tig082700031367.420
ko00511,evm.model.tig082700031367.420
ko04142,evm.model.tig082700000016.368
ko00511,evm.model.tig082700000016.368
ko01110,evm.model.tig082700000071.301
ko01100,evm.model.tig082700000071.301
ko00500,evm.model.tig082700000071.301
ko00052,evm.model.tig082700000071.301
ko01110,evm.model.tig082700000227.71
ko00500,evm.model.tig082700000227.71
ko01100,evm.model.tig082700000227.71
ko01110,evm.model.tig082700000277.42
ko00500,evm.model.tig082700000277.42
ko01100,evm.model.tig082700000277.42
ko00500,evm.model.tig082700000149.237
ko01110,evm.model.tig082700000149.237
ko01100,evm.model.tig082700000149.237
ko00500,evm.model.tig082700000134.167
ko01110,evm.model.tig082700000134.167
ko01100,evm.model.tig082700000134.167
ko01100,evm.model.tig082700000106.90
ko04142,evm.model.tig082700000106.90
ko00603,evm.model.tig082700000106.90
ko00511,evm.model.tig082700000116.80
ko04142,evm.model.tig082700000116.80
ko00500,evm.model.tig082700031372.73
ko00511,evm.model.tig082700000151.55
ko00511,evm.model.tig082700000020.243
ko00511,evm.model.tig082700000128.209
ko01100,evm.model.tig082700000147.217
ko04141,evm.model.tig082700000147.217
ko00510,evm.model.tig082700000147.217
ko01100,evm.model.tig082700000180.92
ko04141,evm.model.tig082700000180.92
ko00510,evm.model.tig082700000180.92
ko01100,evm.model.tig082700000147.216
ko04141,evm.model.tig082700000147.216
ko00510,evm.model.tig082700000147.216
ko00510,evm.model.tig082700000075.212
ko04141,evm.model.tig082700000075.212
ko01100,evm.model.tig082700000075.212
ko00513,evm.model.tig082700000075.212
ko01100,evm.model.tig082700000016.128
ko00230,evm.model.tig082700000016.128
ko01232,evm.model.tig082700000016.128
ko01110,evm.model.tig082700000016.128
ko01100,evm.model.tig082700000321.43
ko00230,evm.model.tig082700000321.43
ko01232,evm.model.tig082700000321.43
ko01110,evm.model.tig082700000321.43
ko01100,evm.model.tig082700000321.44
ko00230,evm.model.tig082700000321.44
ko01232,evm.model.tig082700000321.44
ko01110,evm.model.tig082700000321.44
ko01100,evm.model.tig082700000128.60
ko00270,evm.model.tig082700000128.60
ko00270,evm.model.tig082700000381.16
ko01100,evm.model.tig082700000381.16
ko00590,evm.model.tig082700002120.405
ko01100,evm.model.tig082700002120.405
ko00590,evm.model.tig082700000128.82
ko01100,evm.model.tig082700000128.82
ko00590,evm.model.tig082700002120.406
ko01100,evm.model.tig082700002120.406
ko00590,evm.model.tig082700000268.82
ko01100,evm.model.tig082700000268.82
ko00590,evm.model.tig082700000268.83
ko01100,evm.model.tig082700000268.83
ko01100,evm.model.tig082700000201.160
ko00480,evm.model.tig082700000201.160
ko01100,evm.model.tig082700000217.46
ko00480,evm.model.tig082700000217.46
ko00480,evm.model.tig082700000215.31
ko01100,evm.model.tig082700000215.31
ko00480,evm.model.tig082700000185.117
ko01100,evm.model.tig082700000185.117
ko01100,evm.model.tig082700000016.101
ko00330,evm.model.tig082700000016.101
ko04142,evm.model.tig082700000016.597
ko04210,evm.model.tig082700000016.597
ko04142,evm.model.tig082700000178.42
ko04210,evm.model.tig082700000178.42
ko04142,evm.model.tig082700000178.134
ko04210,evm.model.tig082700000178.134
ko04142,evm.model.tig082700000147.194
ko04210,evm.model.tig082700000147.194
ko04142,evm.model.tig082700000270.43
ko04210,evm.model.tig082700000270.43
ko04142,evm.model.tig082700000301.28
ko04210,evm.model.tig082700000301.28
ko04142,evm.model.tig082700000111.403
ko04210,evm.model.tig082700000111.403
ko04142,evm.model.tig082700000178.41
ko04210,evm.model.tig082700000178.41
ko04142,evm.model.tig082700000206.53
ko04210,evm.model.tig082700000206.53
ko04142,evm.model.tig082700000016.599
ko04210,evm.model.tig082700000016.599
ko04142,evm.model.tig082700000210.3
ko04210,evm.model.tig082700000210.3
ko05142,evm.model.tig082700000172.216
ko05171,evm.model.tig082700000172.216
ko05415,evm.model.tig082700000172.216
ko04614,evm.model.tig082700000172.216
ko04924,evm.model.tig082700000172.216
ko05410,evm.model.tig082700000172.216
ko04974,evm.model.tig082700000180.39
ko04614,evm.model.tig082700000180.39
ko04974,evm.model.tig082700000251.86
ko04972,evm.model.tig082700000251.86
ko04974,evm.model.tig082700000132.128
ko04972,evm.model.tig082700000132.128
ko01240,evm.model.tig082700000187.58
ko01523,evm.model.tig082700000187.58
ko00790,evm.model.tig082700000187.58
ko01240,evm.model.tig082700000178.36
ko01523,evm.model.tig082700000178.36
ko00790,evm.model.tig082700000178.36
ko01240,evm.model.tig082700000016.869
ko01523,evm.model.tig082700000016.869
ko00790,evm.model.tig082700000016.869
ko01240,evm.model.tig082700000393.14
ko01523,evm.model.tig082700000393.14
ko00790,evm.model.tig082700000393.14
