GO:0016021,Cellular Component,integral component of membrane,evm.model.tig082700000016.269
GO:0005789,Cellular Component,endoplasmic reticulum membrane,evm.model.tig082700000016.27
GO:0016020,Cellular Component,membrane,evm.model.tig082700000016.27
GO:0016021,Cellular Component,integral component of membrane,evm.model.tig082700000016.27
GO:0016020,Cellular Component,membrane,evm.model.tig082700000016.270
GO:0016021,Cellular Component,integral component of membrane,evm.model.tig082700000016.270
GO:0016020,Cellular Component,membrane,evm.model.tig082700000016.271
GO:0016021,Cellular Component,integral component of membrane,evm.model.tig082700000016.271
GO:0000922,Cellular Component,spindle pole,evm.model.tig082700000016.272
GO:0005737,Cellular Component,cytoplasm,evm.model.tig082700000016.272
GO:0005819,Cellular Component,spindle,evm.model.tig082700000016.272
GO:0005856,Cellular Component,cytoskeleton,evm.model.tig082700000016.272
GO:0005874,Cellular Component,microtubule,evm.model.tig082700000016.272
GO:0016020,Cellular Component,membrane,evm.model.tig082700000016.272
GO:0016021,Cellular Component,integral component of membrane,evm.model.tig082700000016.272
GO:0000922,Cellular Component,spindle pole,evm.model.tig082700000016.273
GO:0005737,Cellular Component,cytoplasm,evm.model.tig082700000016.273
GO:0005819,Cellular Component,spindle,evm.model.tig082700000016.273
GO:0005856,Cellular Component,cytoskeleton,evm.model.tig082700000016.273
GO:0005874,Cellular Component,microtubule,evm.model.tig082700000016.273
GO:0016020,Cellular Component,membrane,evm.model.tig082700000016.273
GO:0016021,Cellular Component,integral component of membrane,evm.model.tig082700000016.273
GO:0000922,Cellular Component,spindle pole,evm.model.tig082700000016.277
GO:0005737,Cellular Component,cytoplasm,evm.model.tig082700000016.277
GO:0005819,Cellular Component,spindle,evm.model.tig082700000016.277
GO:0005856,Cellular Component,cytoskeleton,evm.model.tig082700000016.277
GO:0005874,Cellular Component,microtubule,evm.model.tig082700000016.277
GO:0016020,Cellular Component,membrane,evm.model.tig082700000016.277
GO:0016021,Cellular Component,integral component of membrane,evm.model.tig082700000016.277
GO:0000922,Cellular Component,spindle pole,evm.model.tig082700000016.278
GO:0005737,Cellular Component,cytoplasm,evm.model.tig082700000016.278
GO:0005819,Cellular Component,spindle,evm.model.tig082700000016.278
GO:0005856,Cellular Component,cytoskeleton,evm.model.tig082700000016.278
GO:0005874,Cellular Component,microtubule,evm.model.tig082700000016.278
GO:0016020,Cellular Component,membrane,evm.model.tig082700000016.278
GO:0016021,Cellular Component,integral component of membrane,evm.model.tig082700000016.278
GO:0016020,Cellular Component,membrane,evm.model.tig082700000016.28
GO:0016021,Cellular Component,integral component of membrane,evm.model.tig082700000016.28
GO:0000922,Cellular Component,spindle pole,evm.model.tig082700000016.281
GO:0005737,Cellular Component,cytoplasm,evm.model.tig082700000016.281
GO:0005819,Cellular Component,spindle,evm.model.tig082700000016.281
GO:0005856,Cellular Component,cytoskeleton,evm.model.tig082700000016.281
GO:0005874,Cellular Component,microtubule,evm.model.tig082700000016.281
GO:0016020,Cellular Component,membrane,evm.model.tig082700000016.281
GO:0016021,Cellular Component,integral component of membrane,evm.model.tig082700000016.281
GO:0000922,Cellular Component,spindle pole,evm.model.tig082700000016.282
GO:0005737,Cellular Component,cytoplasm,evm.model.tig082700000016.282
