"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","RF1","RF2","RF3","RC1","RC2","RC3"
"13494","evm.model.tig082700000195.86",66.18223,-0.4603629,1.307718,-0.3520353,0.7248118,0.9568548,63.33477,102.7707,0,72.41946,79.27827,79.29014
"13495","evm.model.tig082700000196.10",118.885,0.2582061,0.7318295,0.3528228,0.7242213,0.9568548,102.5109,50.91394,237.3533,92.78743,114.413,115.3311
"13496","evm.model.tig082700000206.139",42.81399,0.4297393,1.211548,0.3547026,0.7228124,0.9568548,121.1196,6.599955,18.73842,59.97236,25.2249,25.22868
"13497","evm.model.tig082700000217.44",66.05695,-0.3415464,0.9649272,-0.3539608,0.7233683,0.9568548,14.69106,125.3992,34.35377,102.9714,59.4587,59.46761
"13498","evm.model.tig082700000227.21",151.187,0.257643,0.7311374,0.3523866,0.7245483,0.9568548,56.47895,155.5704,284.1994,150.4967,130.629,129.7475
"13499","evm.model.tig082700000238.64",81.02005,-0.4748604,1.342751,-0.3536474,0.7236032,0.9568548,21.54688,42.42828,140.5382,250.0734,15.31512,16.21844
"13500","evm.model.tig082700000246.44",606.5883,0.1870326,0.5275491,0.3545311,0.7229409,0.9568548,1023.477,461.9969,449.7221,560.1192,573.8665,570.3484
"13501","evm.model.tig082700000253.28",111.9095,-0.3752394,1.0616,-0.3534659,0.7237392,0.9568548,50.60252,228.1699,12.49228,92.78743,145.0432,142.3618
"13502","evm.model.tig082700000259.77",92.61573,-0.5510946,1.561439,-0.3529402,0.7241333,0.9568548,73.12881,0,153.0304,144.8389,91.89072,92.80551
"13503","evm.model.tig082700000292.56",31.51391,-0.4593758,1.301086,-0.3530711,0.7240351,0.9568548,39.17615,30.17122,9.369211,95.05054,7.207115,8.109219
"13504","evm.model.tig082700000301.28",59.59064,-0.454424,1.289331,-0.3524494,0.7245013,0.9568548,63.0083,86.74227,0,73.55101,69.36848,64.87375
"13505","evm.model.tig082700000301.55",31.5499,0.5258782,1.496214,0.3514726,0.7252339,0.9568548,30.03505,81.08517,0,52.05148,13.51334,12.61434
"13506","evm.model.tig082700002117.212",237.7079,-0.2476599,0.7036906,-0.3519444,0.72488,0.9568548,215.1423,104.6564,334.1685,128.9972,321.6175,321.6657
"13507","evm.model.tig082700002117.265",188.6012,0.5959937,1.692616,0.3521138,0.7247529,0.9568548,360.747,42.42828,277.9533,0,225.2223,225.2561
"13508","evm.model.tig082700002117.390",94.61674,-0.3670621,1.03606,-0.3542865,0.7231242,0.9568548,58.43775,10.37136,181.1381,82.60344,117.1156,118.0342
"13509","evm.model.tig082700002117.507",279.8653,-0.3784388,1.065592,-0.355144,0.7224817,0.9568548,17.62927,248.9126,465.3375,276.0992,334.23,336.9831
"13510","evm.model.tig082700002118.27",76.99869,0.3023663,0.859637,0.3517372,0.7250354,0.9568548,123.4049,111.2564,18.73842,99.57675,54.95425,54.06146
"13511","evm.model.tig082700002120.322",216.1377,0.2624871,0.7455776,0.3520587,0.7247942,0.9568548,311.4504,81.08517,315.4301,113.1554,238.7357,236.9694
"13512","evm.model.tig082700031369.131",172.897,-0.1410391,0.3987596,-0.3536946,0.7235677,0.9568548,166.4986,152.7418,174.8919,136.918,203.601,202.7305
"13513","evm.model.tig082700031374.16",132.5373,0.2043578,0.5771834,0.3540604,0.7232936,0.9568548,163.5604,169.7131,90.56904,182.1802,93.6925,95.50858
"13514","evm.model.tig082700000111.305",114.3091,-0.5099992,1.451836,-0.3512789,0.7253791,0.9568671,224.2834,57.5139,0,90.52432,156.7548,156.7782
"13515","evm.model.tig082700000128.72",78.4123,0.3718028,1.058376,0.3512955,0.7253667,0.9568671,100.5521,9.428508,156.1535,105.2345,50.44981,48.65532
"13516","evm.model.tig082700000127.131",112.9825,-0.5128254,1.462721,-0.3505968,0.7258908,0.9568702,213.1835,65.0567,0,64.49858,167.5654,167.5905
"13517","evm.model.tig082700000136.174",221.5308,-0.1685284,0.4801065,-0.3510229,0.7255711,0.9568702,193.269,190.4559,243.5995,145.9705,279.2757,276.6145
"13518","evm.model.tig082700000149.186",17.69158,-0.5083594,1.448249,-0.3510164,0.725576,0.9568702,4.57055,38.65688,0,16.97331,23.42312,22.52561
"13519","evm.model.tig082700000149.195",185.9439,-0.3272071,0.9331213,-0.3506587,0.7258444,0.9568702,123.0784,342.2548,28.10763,166.3384,227.925,227.9592
"13520","evm.model.tig082700000151.228",238.3455,-0.2075514,0.5917751,-0.3507269,0.7257933,0.9568702,323.5297,203.6558,134.292,159.5491,306.3024,302.7442
"13521","evm.model.tig082700000172.25",111.2527,0.3078109,0.8774627,0.3507966,0.725741,0.9568702,231.1393,111.2564,24.98456,119.9447,90.08894,90.10244
"13522","evm.model.tig082700000175.16",235.1756,0.2723413,0.7764946,0.3507318,0.7257896,0.9568702,496.8841,188.5702,84.3229,242.1526,199.9974,199.1264
"13523","evm.model.tig082700000187.156",213.0942,0.3033616,0.8653621,0.3505603,0.7259182,0.9568702,52.8878,462.9397,190.5073,168.6015,199.0966,204.5325
