gene_id,RC1,RC2,RC3,RF1,RF2,RF3,RM1,RM2,RM3,RS1,RS2,RS3
evm.model.tig082700031374.41,99,58,57,338,385,116,59,92,207,99,84,87
evm.model.tig082700000106.273,363,462,467,1771,1656,931,475,457,537,825,537,374
evm.model.tig082700000156.145,182,228,226,3918,542,123,328,314,706,245,224,235
evm.model.tig082700000167.104,17,149,150,661,663,57,153,152,251,174,101,86
evm.model.tig082700000075.63,154,121,123,1208,1304,389,444,385,866,536,238,249
evm.model.tig082700000497.4,165,186,186,728,1171,268,210,225,281,475,148,189
evm.model.tig082700000196.36,664,140,142,431,266,166,173,173,299,178,100,57
evm.model.tig082700000187.99,937,868,872,3410,3600,1659,1086,1036,2943,1605,1246,740
evm.model.tig082700000162.2,16,80,82,312,211,26,54,31,293,66,24,54
evm.model.tig082700000296.56,71,60,61,223,182,61,58,85,25,93,33,44
evm.model.tig082700000372.16,57,169,171,449,530,125,111,111,348,189,98,116
evm.model.tig082700000196.62,244,432,433,2322,3294,466,738,878,1345,1105,580,480
evm.model.tig082700000270.52,41,79,76,273,117,32,83,70,277,38,34,46
evm.model.tig082700000156.203,71,50,48,660,232,89,0,107,219,173,89,53
evm.model.tig082700000172.79,91,78,78,533,325,113,183,177,374,205,67,97
evm.model.tig082700000301.1,245,168,168,921,728,205,258,282,251,332,246,146
evm.model.tig082700000246.36,83,151,150,971,923,191,270,294,548,393,201,228
evm.model.tig082700000106.247,206,134,136,953,479,115,316,307,323,283,122,131
evm.model.tig082700000301.47,326,24,24,437,233,41,86,81,546,159,75,48
evm.model.tig082700000175.102,55,228,227,962,512,112,254,231,954,293,132,205
evm.model.tig082700000192.160,28,314,316,1090,430,71,247,217,447,185,174,157
evm.model.tig082700002117.200,528,450,444,3057,2222,629,885,865,1454,1205,721,839
evm.model.tig082700002120.293,31,45,43,390,164,37,114,98,210,121,56,58
evm.model.tig082700000139.13,243,381,385,1546,601,208,437,450,845,512,233,283
evm.model.tig082700000174.125,52,172,175,1153,272,112,196,232,377,286,145,161
evm.model.tig082700000132.173,274,201,200,698,297,80,197,274,395,249,136,85
evm.model.tig082700000272.31,311,160,163,1567,568,156,426,407,597,436,235,302
evm.model.tig082700000296.46,153,258,255,1340,409,116,253,302,605,419,167,212
evm.model.tig082700000113.305,175,133,135,767,348,63,162,179,507,268,141,131
evm.model.tig082700000151.192,1776,66,64,551,225,81,170,183,224,185,146,104
evm.model.tig082700000611.1,118,192,193,839,349,68,241,257,484,284,143,161
evm.model.tig082700000075.163,43,122,125,585,268,97,198,225,376,238,159,136
evm.model.tig082700000071.537,367,310,305,3066,742,269,512,458,1184,906,400,562
evm.model.tig082700000351.29,87,155,154,1005,281,91,379,336,443,279,182,185
evm.model.tig082700000227.112,68,272,277,1080,373,131,376,319,839,346,250,221
evm.model.tig082700000178.191,31,90,90,1058,417,167,379,276,255,448,283,247
evm.model.tig082700000310.18,183,15,15,654,257,67,255,242,395,259,130,144
evm.model.tig082700000407.4,1248,83,81,1021,387,131,351,421,795,388,242,239
