"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"evm.model.tig082700000253.24",29.5295102619797,-8.33121310099736,1.58139102309714,-5.26828151881168,1.37706810288984e-07,4.2328224376414e-05
"evm.model.tig082700000127.143",23.017297344655,-7.97269208402058,1.51632543378568,-5.25790302423132,1.45707315895119e-07,4.25847545537407e-05
"evm.model.tig082700000184.148",103.29957163089,-5.11248715052734,0.971685205677892,-5.26146443380357,1.42912536301682e-07,4.25847545537407e-05
"evm.model.tig082700002117.447",37.1693033088614,8.69438979413692,1.65344582839975,5.25834571946733,1.45357059639164e-07,4.25847545537407e-05
"evm.model.tig082700000016.67",1258.90611667178,5.58504869512829,1.06956990732536,5.22177059851529,1.77220424956283e-07,5.0959447356784e-05
"evm.model.tig082700000120.188",24.3794034978937,-8.05376104511781,1.54940406754173,-5.19797334590441,2.01473008168597e-07,5.33043510799035e-05
"evm.model.tig082700000180.11",36.2447157573988,-8.62379324824132,1.65746256025376,-5.20300938014613,1.96086968093267e-07,5.33043510799035e-05
"evm.model.tig082700000221.102",41.850503628604,-5.5326825298726,1.06376137549135,-5.20105604258951,1.98159333493818e-07,5.33043510799035e-05
"evm.model.tig082700000254.59",25.3635339412991,-8.11259879577856,1.56123171105824,-5.19628107622772,2.03314778630998e-07,5.33043510799035e-05
"evm.model.tig082700000287.13",5101.80794930104,7.52464791477294,1.44556889650065,5.20531946487516,1.93663146319398e-07,5.33043510799035e-05
"evm.model.tig082700000301.15",60.7367317906753,2.84433975711777,0.546554225278937,5.20413094540828,1.94906543005178e-07,5.33043510799035e-05
"evm.model.tig082700000215.105",1398.22293885485,6.6518920382346,1.28168169669005,5.18997193719249,2.103257765013e-07,5.43433035284809e-05
"evm.model.tig082700000428.12",25.5493791139936,-8.12054531026461,1.56693355333705,-5.18244394790738,2.18997190955862e-07,5.57754560051586e-05
"evm.model.tig082700000075.496",21.3583654481744,-7.86500048947677,1.52093786702836,-5.17115173471456,2.32655550015835e-07,5.84194809251028e-05
"evm.model.tig082700000149.140",51.8286726882547,-7.40918422584897,1.433976791679,-5.16687875901658,2.38035558381999e-07,5.89402490949206e-05
"evm.model.tig082700000125.250",9113.75918082096,7.66732796568144,1.49155275891378,5.14050067613106,2.74007338082229e-07,6.63450400667516e-05
"evm.model.tig082700000393.17",4441.21531475806,5.36437085188061,1.04374136419896,5.13955950763492,2.75383271535765e-07,6.63450400667516e-05
"evm.model.tig082700000184.28",24.2739622389772,-8.04897567039009,1.56879604242458,-5.13067056055952,2.88711818481859e-07,6.86287239985944e-05
"evm.model.tig082700000067.213",55.2212186670568,-4.89480976613687,0.954588631937216,-5.1276640035022,2.93359394620746e-07,6.88159379907719e-05
"evm.model.tig082700000071.2",20.87303734609,-7.83082901704442,1.53697950825046,-5.09494692350079,3.48838972712685e-07,8.0767548123659e-05
"evm.model.tig082700000303.36",43.1653319408204,-8.87061195295923,1.74312306760213,-5.08891891675887,3.60110534686469e-07,8.2308341184492e-05
"evm.model.tig082700031374.19",34.4522343207908,-3.51607584172418,0.691585165520699,-5.08408221723048,3.69407908854421e-07,8.33646101146408e-05
"evm.model.tig082700000192.46",141.093809543808,-2.8974358598965,0.570634637471355,-5.07756744794859,3.82297813183083e-07,8.51950676678501e-05
"evm.model.tig082700000180.156",21.9697079474701,-7.9033500461572,1.55846951455695,-5.07122530940491,3.95262475865113e-07,8.6996782959546e-05
"evm.model.tig082700000259.70",964.369931704564,-5.77317042518188,1.14166208177274,-5.05681192128013,4.26323312515977e-07,9.26889270187174e-05
"evm.model.tig082700000163.162",6818.00297735506,6.79773841817563,1.34695664308237,5.04673884871284,4.49414969448888e-07,9.65321695823466e-05
"evm.model.tig082700000217.28",48.6477444582322,-7.32349398961654,1.45216531513273,-5.04315446271845,4.5791930504789e-07,9.71879210761165e-05
"evm.model.tig082700000149.38",3135.50097653469,5.27992358780325,1.04793390175614,5.03841280347465,4.69408182395569e-07,9.79855282967079e-05
"evm.model.tig082700002117.2",33.5948906127449,-4.05897767622471,0.805818439527591,-5.03708711183661,4.72669701229351e-07,9.79855282967079e-05
"evm.model.tig082700000125.19",1359.18264277475,6.26422547079947,1.24479157153423,5.03234887996445,4.84506501862807e-07,9.92848496001164e-05
"evm.model.tig082700000071.507",56.7911569274267,-4.25878698620456,0.848740844606965,-5.01777075212719,5.22745013847765e-07,0.000105903387578159
"evm.model.tig082700000016.598",19.6681558299779,-7.74479585876128,1.54718022848477,-5.00574898526602,5.56452328065248e-07,0.000111465529266823
"evm.model.tig082700000122.243",20.2580891624315,-7.78808260685644,1.56257800222159,-4.98412405382883,6.22431378059545e-07,0.000121885413905676
"evm.model.tig082700000147.107",54.4759857686587,-4.29040221977095,0.860705005850937,-4.98475341796024,6.20408827115279e-07,0.000121885413905676
"evm.model.tig082700000400.22",33.7200685477995,-6.19143540524917,1.24325815776132,-4.98000786610387,6.35816888783254e-07,0.000121885413905676
"evm.model.tig082700000433.10",642.796840467998,-3.07428772926726,0.617197583507419,-4.98104304264552,6.32424700069916e-07,0.000121885413905676
"evm.model.tig082700000016.383",22.0564197196259,-7.90976844139039,1.59647590667262,-4.95451789051796,7.25098452795396e-07,0.000137521864004642
"evm.model.tig082700000406.13",40.4420597755293,-8.77721246210004,1.78333596656602,-4.92179411319864,8.57544047149355e-07,0.000160929423921881
"evm.model.tig082700000426.1",5564.04945186087,-2.49598706361026,0.507628198240427,-4.91695905046649,8.78989291892289e-07,0.000163235636415164
"evm.model.tig082700000067.202",15619.1474417708,8.24372231396262,1.68259133281582,4.89942040778657,9.61197776773758e-07,0.000176662205817758
"evm.model.tig082700000195.136",47.4296861926783,-2.99772809641586,0.614293801751361,-4.87995823475556,1.06108308785259e-06,0.000191080699901373
"evm.model.tig082700000411.1",18.1594396472997,-7.62961957354029,1.56282569662866,-4.88193890719801,1.05047804250274e-06,0.000191080699901373
"evm.model.tig082700000400.23",626.286976127736,4.04507629964772,0.829993084475949,4.87362651003502,1.09568046962717e-06,0.000195337914125132
"evm.model.tig082700000075.433",25.8426577479273,8.15883654067987,1.6779478652575,4.86238977361063,1.15976964172783e-06,0.000204716566066571
"evm.model.tig082700002120.247",3363.30461532186,3.5442267639154,0.729479921697862,4.8585665739315,1.18238652398064e-06,0.000206662617152224
"evm.model.tig082700000178.191",242.895826487652,2.66856920392124,0.550296349875882,4.84933110045728,1.23878497013987e-06,0.000214418043181103
"evm.model.tig082700000147.154",26.1541000935409,-6.06898715327012,1.2535304067558,-4.8415157068084,1.28852488690538e-06,0.000220882900805279
"evm.model.tig082700000160.176",1036.58349498889,5.25122484317008,1.08629415802367,4.83407261687184,1.33767753983131e-06,0.000227124906477263
"evm.model.tig082700000196.125",85.1687250135035,4.49359038709467,0.93096060977339,4.8268319195465,1.38722103386644e-06,0.000233314873507272
"evm.model.tig082700000106.187",123.447484590848,2.78562312406735,0.577547689793446,4.82319152737603,1.41279190500763e-06,0.000235394897967066
"evm.model.tig082700000423.3",126.098798526186,-3.61341473784437,0.751533468116447,-4.80805565040316,1.52405344239277e-06,0.000251581710842393
"evm.model.tig082700000020.26",105.0307656666,3.65646232782121,0.760937156846632,4.80520933288868,1.54589675401545e-06,0.000252846305785206
"evm.model.tig082700000273.41",7861.23651774154,5.37914511050686,1.12047118488407,4.80078843889538,1.58042162507184e-06,0.000254474651857416
"evm.model.tig082700002117.158",348.514675643817,2.32719622150922,0.484803764368578,4.80028496589795,1.58440017703462e-06,0.000254474651857416
"evm.model.tig082700000160.50",56.3419226011924,-3.91938315157063,0.817235381259616,-4.79590487813882,1.6194211857062e-06,0.000257777150881876
"evm.model.tig082700000120.201",17.4050703089939,-7.56801288868871,1.58138319527122,-4.78569198870911,1.70399209804802e-06,0.000268838682513275
"evm.model.tig082700000240.70",88.1357579338722,4.09435264510892,0.856359858250261,4.78111229252924,1.74327946309881e-06,0.00027262444094847
"evm.model.tig082700000067.1",47.4691299739692,-6.16893366026697,1.29195836927766,-4.77487031081042,1.79823101480059e-06,0.000274007372067221
"evm.model.tig082700000122.302",1104.93114736319,4.16357374753187,0.871894126385827,4.77532033022255,1.79421420835586e-06,0.000274007372067221
"evm.model.tig082700000287.19",3436.41298034391,4.42531264758087,0.926137294984136,4.77824688795916,1.76830177085945e-06,0.000274007372067221
"evm.model.tig082700000349.18",49.652451902125,9.1117668076355,1.91075398765257,4.76867606532102,1.85440563423034e-06,0.000280172403788631
"evm.model.tig082700000127.195",17.0734286414737,-7.53909795960437,1.58748230456886,-4.74909102161735,2.04332967816117e-06,0.000306121693296281
"evm.model.tig082700000172.118",906.841022977552,5.48128530624431,1.15563443543781,4.7430962059968,2.10476249535446e-06,0.000312697548059828
"evm.model.tig082700000136.294",1932.33657465094,6.16751125840967,1.303828556367,4.73030846601096,2.24178944878065e-06,0.000325653922407337
"evm.model.tig082700000206.47",726.880199276328,4.00562338875524,0.846880289787893,4.72985785246988,2.24677094772843e-06,0.000325653922407337
"evm.model.tig082700000225.94",514.794037752105,-2.33678770842727,0.493715905584917,-4.73306142660895,2.21158522854144e-06,0.000325653922407337
"evm.model.tig082700000147.96",46.4289374695198,-3.78465478558118,0.802909634472078,-4.71367464418289,2.43289017921648e-06,0.00034978682350864
"evm.model.tig082700000071.393",16.6614280480426,-7.50309869022729,1.60143768449755,-4.68522675771889,2.79650149395759e-06,0.000398848229074207
"evm.model.tig082700000167.44",4270.261022449,6.61467768309577,1.41373622258454,4.67886270255074,2.88470518960294e-06,0.000408162889843185
"evm.model.tig082700000075.28",3432.19203010835,4.790984104895,1.02553508105761,4.671692069231,2.98728576119408e-06,0.000419349059453292
"evm.model.tig082700000172.34",62.8830457459298,-4.10193550347068,0.879120278936189,-4.66595482069231,3.07187197501205e-06,0.000426947661050804
"evm.model.tig082700000212.123",16.0920678538838,-7.45383655226579,1.59789299693704,-4.66479080048153,3.08931166006023e-06,0.000426947661050804
"evm.model.tig082700000071.245",30.6047941904512,-8.37473439931773,1.80123952452706,-4.64942851035686,3.32856028312575e-06,0.000439567205389377
"evm.model.tig082700000153.175",1563.69292717073,-4.40673927584565,0.947271773512483,-4.65203271021733,3.28678925873828e-06,0.000439567205389377
"evm.model.tig082700000167.184",1082.40535166102,5.44891047206657,1.17015369465023,4.65657673601185,3.21510478980899e-06,0.000439567205389377
"evm.model.tig082700000259.38",3575.7507385097,6.13770557773907,1.32000488963164,4.64975972888392,3.32321946076031e-06,0.000439567205389377
"evm.model.tig082700000331.36",330.547438092277,-1.38445323705631,0.297405754460677,-4.65509902310703,3.23825036125857e-06,0.000439567205389377
"evm.model.tig082700031369.39",211.307247717456,2.29747146482586,0.493772900118278,4.65289096318474,3.27313347868894e-06,0.000439567205389377
"evm.model.tig082700000071.48",517.390976043564,3.06014411443482,0.659335106022605,4.64125766470245,3.46294983172481e-06,0.000440981925714213
"evm.model.tig082700000147.84",96.7667265253827,-3.02025861736763,0.650354976497729,-4.64401553999361,3.41701843215745e-06,0.000440981925714213
"evm.model.tig082700000217.66",17.1923666335603,-7.54696072058269,1.62497401028695,-4.6443578006826,3.41135912311507e-06,0.000440981925714213
"evm.model.tig082700000270.84",31.3225841999576,-5.54196613955046,1.19359809423706,-4.64307555977863,3.43260743739912e-06,0.000440981925714213
"evm.model.tig082700000349.9",33.0776255489654,-6.59873978414401,1.42155934081892,-4.64190244801363,3.45215847100006e-06,0.000440981925714213
"evm.model.tig082700000221.121",32.4778353660354,-2.82112118852274,0.612775274084333,-4.60384305280321,4.14765083824739e-06,0.000524427795349465
"evm.model.tig082700000016.103",246.545758877203,1.82791936036161,0.398477269100169,4.58726131226849,4.49098419998952e-06,0.000563839903643755
"evm.model.tig082700000016.542",278.608656306458,-5.67023120869997,1.23814212086654,-4.57962871397312,4.65802064147458e-06,0.00058072162235111
"evm.model.tig082700000096.248",15.6835829690816,-7.41512501782423,1.62004447756719,-4.57711199939367,4.71439087385393e-06,0.000583667781243526
"evm.model.tig082700000287.42",39.1136939471586,-5.74441849035602,1.25795956320693,-4.56645718858538,4.96036286251416e-06,0.000609885166295878
"evm.model.tig082700000360.24",204.940815695408,-2.17513483800352,0.476981885641414,-4.5602042833944,5.1103881681254e-06,0.000624027399050272
"evm.model.tig082700002117.551",11833.5774792753,5.31064013136516,1.16525045505688,4.55750959660079,5.17637260248435e-06,0.000627784835082252
"evm.model.tig082700000296.14",15.5334347370796,-7.40103343260725,1.62460018010936,-4.55560298664317,5.22355148334252e-06,0.000629226188142097
"evm.model.tig082700000122.107",21.9875789117499,-7.89720619850763,1.73484021311336,-4.55212309399678,5.31072462839344e-06,0.000635433548154351
"evm.model.tig082700002117.14",22.5730705312932,-7.93786025516848,1.74462950865011,-4.54988306446239,5.36757358483432e-06,0.000637954012469509
"evm.model.tig082700000156.29",96.6060483947908,-3.63601159237881,0.800637096858506,-4.54139785259212,5.58824603391836e-06,0.000659783114521169
"evm.model.tig082700000155.41",162.92255047982,2.32983238533119,0.513685798294931,4.53552033765497,5.74616404440278e-06,0.000673964556471136
"evm.model.tig082700000258.58",989.334093056969,5.83758734769653,1.28751215390605,4.5340056247131,5.78754866677498e-06,0.000674381814583427
"evm.model.tig082700000178.75",15.0373795576407,-7.35538721516361,1.62345732591725,-4.53069329124979,5.87904375124149e-06,0.000680594753228138
"evm.model.tig082700000067.218",22.3866564800577,7.98026200894913,1.76214678881144,4.52871580257612,5.93432525808193e-06,0.000682562262587643
"evm.model.tig082700000151.240",1700.42001049402,4.93906898389046,1.09115637115488,4.52645387449184,5.9981683708764e-06,0.000685482985358875
"evm.model.tig082700000153.116",65.6874512901637,-4.03822900901026,0.894754354415949,-4.51322643927921,6.38487889643064e-06,0.00072502943290169
"evm.model.tig082700000127.152",60.8581804464364,2.73559486263907,0.606763736966776,4.50850091390492,6.52872879688714e-06,0.000736672006271544
"evm.model.tig082700000433.16",877.951702923391,-2.83115453830101,0.629060664971253,-4.50060653280617,6.775983360487e-06,0.000759762461325549
"evm.model.tig082700000075.443",16.7204003010449,-7.50748109492981,1.67325979792211,-4.48673965886994,7.23213571095115e-06,0.000805840721592732
"evm.model.tig082700000020.526",15.7256102620855,-7.4171388198722,1.65432339881947,-4.48348782660337,7.3432793707676e-06,0.000813142761627607
"evm.model.tig082700000016.623",48.860266065662,-4.93480605438448,1.10105923199816,-4.48187155692703,7.39912735873988e-06,0.000814269398466757
"evm.model.tig082700000067.63",30.4175827455324,-6.33621441453519,1.41631260654767,-4.47374003821094,7.68631822109344e-06,0.000840685161016282
"evm.model.tig082700000075.410",45.4811900602001,-4.19347593030075,0.937774387494601,-4.47173220576457,7.75885501567368e-06,0.000843444312313599
"evm.model.tig082700000136.77",75.9706238389195,-2.88620668029223,0.645687230556909,-4.46997639678094,7.82282297118846e-06,0.000845244169274836
"evm.model.tig082700000215.50",119.774898180908,-2.0074362743129,0.451370874697819,-4.44742092776107,8.69074342154511e-06,0.000933364901923531
"evm.model.tig082700000071.331",14.5556121520521,-7.30642439262897,1.64579881775187,-4.43943956808123,9.01934353636249e-06,0.000957996363929882
"evm.model.tig082700000310.41",749.693638329006,-1.54821630635116,0.348756787377145,-4.43924351406794,9.02756277429998e-06,0.000957996363929882
"evm.model.tig082700000125.98",175.62957096818,-1.6498223824449,0.371764958592173,-4.43781035386597,9.08786337535132e-06,0.000958688924590316
"evm.model.tig082700000122.178",6855.62562635535,5.15797175359098,1.16413634480819,4.43072821890192,9.39153944295549e-06,0.000984896265817708
"evm.model.tig082700000075.63",538.80298406111,2.84786497146777,0.643806656826123,4.42347860382082,9.71242546949939e-06,0.00101259135245751
"evm.model.tig082700000122.252",407.858806362108,-4.1959750962237,0.951135527711203,-4.41154280749119,1.02636656786797e-05,0.00106384088209012
"evm.model.tig082700000321.21",25.1960501218093,-6.20801344546887,1.40835346095122,-4.40799388619096,1.04332489610097e-05,0.00107516741316116
"evm.model.tig082700000221.46",54.2916330124684,-3.243125744257,0.73648517081969,-4.40351805135123,1.06509417045702e-05,0.00109129303855791
"evm.model.tig082700000178.158",11660.5854359988,4.73861706344172,1.07667849704312,4.40114395936706,1.07681648592865e-05,0.00109699910349349
"evm.model.tig082700000383.39",1754.74355239051,6.32939757316571,1.43856413940857,4.39980213587689,1.08349625536235e-05,0.00109753245685227
"evm.model.tig082700000338.50",271.323982845343,-2.64883122073531,0.602324600507123,-4.39768061690515,1.09413824043437e-05,0.00110205065256859
"evm.model.tig082700000016.339",33.933016927211,-6.60307186771472,1.50238784669198,-4.39505143911648,1.10746525885149e-05,0.00110301064998907
"evm.model.tig082700000128.3",20.2291700775495,-6.0321981323129,1.37236098286125,-4.39548938482376,1.10523465367273e-05,0.00110301064998907
"evm.model.tig082700000125.133",18.3685826262375,-7.64082791706743,1.7400693733954,-4.39110533975888,1.12775884136812e-05,0.00111698247910616
"evm.model.tig082700000174.35",212.159337347616,1.94421728617477,0.442951513332798,4.38923274366159,1.13751277282687e-05,0.00112041865822969
"evm.model.tig082700000128.61",159.151226906876,-3.5349546720359,0.806869857020034,-4.38107167008487,1.18097014416681e-05,0.00115061602076459
"evm.model.tig082700002120.18",56.1956031181716,4.40784020261755,1.00611464591773,4.38105162319441,1.18107881871169e-05,0.00115061602076459
"evm.model.tig082700000353.39",211.419333410008,3.048735640671,0.700463957796514,4.35245183815248,1.34623451944915e-05,0.00130438418547497
"evm.model.tig082700000075.461",39.6130281911376,-4.48634333103464,1.03191801511374,-4.34757729327961,1.37649568532518e-05,0.00132649540962039
"evm.model.tig082700000153.114",2396.3444482939,4.97185620673831,1.14991269169335,4.32368147830145,1.53446799470614e-05,0.00146291419302786
"evm.model.tig082700000160.31",3456.47141471244,5.33445708471642,1.23344445385187,4.32484581535688,1.52638583649373e-05,0.00146291419302786
"evm.model.tig082700031375.47",166.565074914149,2.31566918460602,0.535973721537835,4.32049015008016,1.55683005806307e-05,0.00147633863165683
"evm.model.tig082700000208.109",300.292932516478,-1.9877220985318,0.460811821754492,-4.31352236356211,1.60673878520858e-05,0.00151560524141263
"evm.model.tig082700000096.32",1630.96214096694,5.74292913313932,1.3320901127666,4.31121669480147,1.62358697636153e-05,0.00151755510272651
"evm.model.tig082700000140.227",15665.7807277842,-5.21732349585803,1.21025996311038,-4.31091141976592,1.62583029291431e-05,0.00151755510272651
"evm.model.tig082700000128.165",496.750457928303,-2.68074804538484,0.622170084859358,-4.30870610886222,1.64212402304947e-05,0.00152478057723572
"evm.model.tig082700000178.14",550.035662765705,5.66974533373234,1.31941196042855,4.29717594184215,1.72987888077092e-05,0.00159794200447586
"evm.model.tig082700000153.256",177.711689228944,1.97439100248281,0.459875289606985,4.29331831281944,1.76022363746366e-05,0.00161590474806304
"evm.model.tig082700000196.60",14.4858903277617,-7.29677347306412,1.69992514917869,-4.29240868434091,1.76745246731149e-05,0.00161590474806304
"evm.model.tig082700000067.203",1154.85716621093,5.73974788849005,1.33814616912623,4.28932804271893,1.79214505820792e-05,0.00163012051519035
"evm.model.tig082700000071.488",14145.6973551033,5.95745261312286,1.38997994646361,4.28599896586985,1.81919833185312e-05,0.00163801352829684
"evm.model.tig082700000206.110",22.1998047132506,-5.60151872680071,1.30660727077704,-4.28707144991585,1.81044074497084e-05,0.00163801352829684
"evm.model.tig082700000156.118",160.395032554171,-2.3761382328311,0.554681718406521,-4.28378681680229,1.83738972501011e-05,0.00164607959886836
"evm.model.tig082700000020.75",336.295478404187,-4.19193127684515,0.980640048253139,-4.27468905059755,1.91404236754016e-05,0.0017061773664253
"evm.model.tig082700000020.99",34.0513685139661,3.76976071709428,0.882472394562147,4.27181715861458,1.93886522836819e-05,0.00171970593489294
"evm.model.tig082700000208.76",15.9660309627391,-7.4385998900388,1.74190486964176,-4.27038239554875,1.95138098852891e-05,0.00172223862690562
